factid,saleid,locationid,featureid,squareFootage,yearBuilt,county,assessorID,legalDescription,subdivision,bathrooms,lotSize,id,bedrooms
386,247,386,310,2145.0,1994.0,Orange,361-831-06,N TR 14856 BLK LOT 22,14856,2.5,5250.0,"2738-N-Hampton-St,-Orange,-CA-92867",4.0
387,248,387,311,768.0,1953.0,Tarrant,25980-H-16,MIDWEST ADDITION BLOCK H LOT 16,MIDWEST ADDITION,1.0,5815.0,"3213-Pate-Dr,-Fort-Worth,-TX-76119",3.0
388,3,388,312,1085.0,1985.0,Lee,20-45-25-05-00001.1070,SUBD:DANIELS CROSS CREEK SEC/TWN/RNG/MER:SEC 20 TWN 45S RNG 25E TIMBERLINE VILLAGE I CONDO OR 1780 PG 1984-2056 UNIT 107 PH-I BLDG 1,DANIELS CROSS CREEK,2.0,9522.0,"13090-White-Marsh-Ln,-Apt-107,-Fort-Myers,-FL-33912",2.0
389,3,389,313,2576.0,2022.0,Warren County,unkown,unkown,unkown,2.5,123275.0,"3215-Rockland-Rd,-Front-Royal,-VA-22630",4.0
390,249,390,314,1092.0,1962.0,Saint Louis,09E-3-3-045-5,FONTAINE MEADOWS NO 2,FONTAINE MEADOWS NO 2,1.5,7623.0,"1313-Petite-Dr,-Saint-Louis,-MO-63138",3.0
391,250,391,315,1073.0,1939.0,Miami-Dade,unkown,unkown,unkown,2.0,0.0,"1044-Lenox-Ave,-Unit-1044,-Miami-Beach,-FL-33139",2.0
392,3,392,2,0.0,0.0,Cuyahoga,unkown,unkown,unkown,0.0,0.0,"26011-Lake-Shore-Blvd,-Apt-814,-Euclid,-OH-44132",0.0
393,3,393,316,934.0,1953.0,Riverside,415-180-016,LOT 3 BLOCK 183 SUBDIVISIONNAME AMENDED MAP OF THE TOWN OF BEAUMONT LOTTYPE LOT RECMAPTYPE MAP BOOK RECORDEDCOCODE SB,CITY OF BEAUMONT,1.0,9583.0,"1111-Palm-Ave,-Beaumont,-CA-92223",2.0
394,251,394,317,3034.0,2006.0,Hillsborough,U32311962G000001000110,MIRABAY PHASE 3A-1 LOT 11 BLOCK 1,MIRABAY PHASE 3A-1,3.0,6600.0,"406-Manns-Harbor-Dr,-Apollo-Beach,-FL-33572",4.0
395,252,395,318,1140.0,2019.0,Tompkins,503089 47.-1-3.3,unkown,unkown,2.0,42253.0,"912-Coddington-Rd,-Ithaca,-NY-14850",3.0
396,253,396,319,5698.0,1938.0,Fairfield,DARI M:46 B:62,BLK:62 CITY/MUNI/TWP:DARIEN,unkown,6.0,58370.0,"66-Stanton-Rd,-Darien,-CT-06820",6.0
397,3,397,320,2267.0,1994.0,Palm Beach,00-42-47-05-23-000-0230,PONTE VECCHIO LT 23,PONTE VECCHIO,3.0,9566.0,"9050-Long-Lake-Palm-Dr,-Boca-Raton,-FL-33496",3.0
398,254,398,321,2305.0,2008.0,Brazoria,4030-9003-001,THE LAKES AT HIGHLAND GLEN SEC 9 (A0076)(PEARLAND) BLK 3 LOT 1 PRIMARY SITE,THE LAKES AT HIGHLAND GLEN SEC 9,5.0,6596.0,"1910-Hollow-Mist-Ln,-Pearland,-TX-77581",0.0
399,255,399,322,1020.0,1974.0,San Diego,477-690-03-12,TR 7164 LOT 2*US 61 PER DOC73-062291&UND INT IN,RYAN MANOR,1.5,330396.0,"5210-Caminito-Mindy,-San-Diego,-CA-92105",3.0
400,256,400,323,1440.0,1947.0,Miami-Dade,30-3101-005-0280,PARKERS SHORES PB 45-68 LOT 8 BLK 3 LOT SIZE 60.000 X 109 OR 14132-275 0589 1,PARKERS SHORES,2.0,6540.0,"325-Nw-100th-Ter,-Miami,-FL-33150",3.0
401,3,401,324,2336.0,1986.0,Litchfield,WATE M:73 B:89 L:6A,MAPNUM:000073 WARDNUM:00 BLOCKNUM:000089 LOTNUM:00006A UNITNUM:00000,unkown,3.0,1085951.0,"210-Jericho-Rd,-Watertown,-CT-06795",3.0
402,3,402,16,0.0,0.0,Bullock,unkown,unkown,unkown,3.0,7013160.0,"17716-Highway-29-Hwy,-Union-Springs,-AL-36089",5.0
403,3,403,2,0.0,0.0,Bibb,unkown,unkown,unkown,0.0,0.0,"860-Hightower-Rd,-Apt-402,-Macon,-GA-31206",0.0
404,257,404,325,1445.0,2006.0,Webb,989-56005-110,"SAN ISIDRO - LAS BUGANVILLAS, BLOCK 5, LOT 11, UNIT 2",SAN ISIDRO - LAS BUGANVILLAS,0.0,5700.0,"10510-Savitee-Dr,-Laredo,-TX-78045",0.0
405,3,405,2,0.0,0.0,Strafford,unkown,unkown,unkown,0.0,0.0,"PO-Box-213,-Somersworth,-NH-03878",0.0
406,3,406,16,0.0,0.0,Charlotte County,unkown,unkown,unkown,0.0,9999.0,"13497-Suribachi-Ave,-Port-Charlotte,-FL-33953",0.0
407,258,407,2,0.0,0.0,Palm Beach,unkown,unkown,unkown,0.0,0.0,"9113-Crestview-Cir,-West-Palm-Beach,-FL-33412",0.0
408,259,408,326,948.0,1984.0,Williamson,R-16-3964-000B-0083,"GREENSLOPES AT LAKECREEK SEC 7, BLOCK B, LOT 83",GREENSLOPES AT LAKECREEK,2.0,4973.0,"1216-Green-Mountain-Cv,-Round-Rock,-TX-78664",0.0
409,260,409,327,1176.0,1975.0,Hillsborough,U2129202DJ000001000080,BATES N 1/2 OF LOT 8 AND THE S 1/2 OF LOT 9 BLOCK 1,BATES,2.0,14500.0,"806-Elizabeth-St,-Brandon,-FL-33510",2.0
410,3,410,2,0.0,0.0,Dekalb,unkown,unkown,unkown,0.0,0.0,"1990-E-Lakeside-Dr,-Frnt,-Decatur,-GA-30032",0.0
411,3,411,202,1689.0,0.0,Sussex County,unkown,unkown,unkown,3.0,0.0,"98-Garfield-Pkwy,-Unit-311,-Bethany-Beach,-DE-19930",3.0
412,3,412,328,1497.0,1983.0,Harris,1139960000026,LT 26 BLK 9 WESTLAND CREEK VILLAGE SEC 1,WESTLAND CREEK VILLAGE,2.0,8699.0,"3311-Rivermead-Ct,-Katy,-TX-77449",4.0
413,3,413,2,0.0,0.0,Maricopa,unkown,unkown,unkown,0.0,0.0,"1652-W-Shangri-La-Rd,-Apt-1,-Phoenix,-AZ-85029",0.0
414,3,414,2,0.0,0.0,Garland,unkown,unkown,unkown,0.0,0.0,"PO-Box-21729,-Hot-Springs-National-Park,-AR-71903",0.0
415,261,415,329,1952.0,2008.0,New London,STON M:13 B:1 L:35,LOT:35 BLK:1 CITY/MUNI/TWP:STONINGTON,unkown,2.0,15246.0,"55-Parkwood-Dr,-Pawcatuck,-CT-06379",3.0
416,262,416,2,0.0,0.0,Tuscarawas,unkown,unkown,unkown,0.0,0.0,"140-1st-Dr-SW,-New-Philadelphia,-OH-44663",0.0
417,263,417,330,1594.0,1976.0,Pontotoc,0000-21-003-006-0-012-00,PT. E1/2 SE SE SE LESS 1 ACRE-BEG. NE/C-S 386'- W 330'-N 386'-E 330' TO BEG. SEC. 21-3-6,UNPLATTED,2.0,130680.0,"18915-County-Rd,-3560,-Ada,-OK-74820",3.0
418,3,418,331,960.0,1920.0,Philadelphia,40-6-0353-00,DIST:WARD #40 114'S OF ELMWOOD AVE MAP REF:043S110140,unkown,1.0,1600.0,"2515-S-67th-St,-Philadelphia,-PA-19142",3.0
419,264,419,332,2494.0,1972.0,Larimer,97261-16-029,"LOT 29, BLK 10, S MEADOW LARK HTS 2ND, FTC",SOUTH MEADOWLARK HEIGHTS,3.0,8712.0,"416-W-Swallow-Rd,-Fort-Collins,-CO-80526",5.0
420,3,420,333,1806.0,1999.0,Jackson,05406746.000,LOT 10 BLK 173 GULF PARK EST S/D DB 1271-855 (490 MAP881.11),GULF PARK EST,2.0,11252.0,"1516-Deer-St,-Ocean-Springs,-MS-39564",0.0
421,265,421,334,2352.0,1951.0,Miami-Dade,03-4120-022-0580,CORAL GABLES RIVIERA SEC PT 1 REV PB 28-31 LOT 16 & E1/2 LOT 17 BLK 4 LOT SIZE 75 X 148 OR 14545-983 0590 1,CORAL GABLES RIVIERA SEC PT 1 REV,3.0,11100.0,"521-San-Antonio-Ave,-Coral-Gables,-FL-33146",4.0
422,3,422,335,0.0,1955.0,Cook,13-20-211-041-1007,unkown,BYRON TERRACE CONDO,0.0,7673.0,"5605-W-Byron-St,-Apt-1B,-Chicago,-IL-60634",0.0
423,266,423,336,1120.0,1910.0,Allegheny,380-J-144,EAST PARK PLAN PT 228 LOT 20X79.63 SOLES ST 2 STY FRA HSE 810,EAST PARK,1.0,1600.0,"810-Soles-St,-Mckeesport,-PA-15132",3.0
424,3,424,2,0.0,0.0,Camden,unkown,unkown,unkown,0.0,0.0,"1102-Chelsea-Ct,-Voorhees,-NJ-08043",0.0
425,267,425,337,2083.0,1959.0,Dekalb,18 324 08 007,CITY/MUNI/TWP:CHAMBLEE ANX,LONGVIEW SEC 01,3.0,8712.0,"3914-Ensign-Ct,-Atlanta,-GA-30341",4.0
426,268,426,338,2048.0,2000.0,Candler,063B-014,MH-LOTT 14 MORGAN SUBD 2.27 ACRES 01,MORGAN SUBD,2.0,98881.0,"4109-Harper-Rd,-Metter,-GA-30439",3.0
427,3,427,2,0.0,0.0,Brazos,unkown,unkown,unkown,0.0,0.0,"413-Nagle-St,-Apt-4,-College-Station,-TX-77840",0.0
428,269,428,339,1256.0,1925.0,Philadelphia,39-4-4208-00,16' S OF EMILY ST,unkown,2.0,1087.0,"2017-S-13th-St,-Philadelphia,-PA-19148",3.0
429,270,429,340,1097.0,1979.0,Orange,897-030-19,SAN JUAN CAPISTRANO BLK 2 LOT 17 POR OF LOT TOGETHER WITH UNIT 185 AND APPU RTENANCES LOCATED ON AP 668-161-07,CASITAS DE ALIPAZ,2.0,0.0,"32221-Alipaz-St,-Apt-185,-San-Juan-Capistrano,-CA-92675",2.0
430,271,430,341,694.0,1990.0,Pinellas,32-27-16-08270-009-1040,"BENTLEY AT COBBS LANDING CONDO, THE BLDG 9, UNIT 104","BENTLEY AT COBBS LANDING CONDO, T",1.0,0.0,"3300-Haviland-Ct,-Apt-104,-Palm-Harbor,-FL-34684",1.0
431,272,431,342,3596.0,2005.0,Riverside,916-430-003,.51 ACRES M/L IN LOT 3 MB 355/022 TR 30667-2,unkown,4.0,7000.0,"28939-Davenport-Ln,-Temecula,-CA-92591",4.0
432,3,432,2,0.0,0.0,Dauphin,unkown,unkown,unkown,0.0,0.0,"1303-Arthur-Dr,-Apt-202,-Harrisburg,-PA-17110",0.0
433,273,433,343,3624.0,1920.0,Fulton,17 014400050667,CLOSE PERMIT PU POOL,HAYNES MANOR,4.5,19994.0,"2468-Montview-Dr-NW,-Atlanta,-GA-30305",4.0
434,274,434,344,1678.0,2008.0,Bexar,16001-006-0030,"NCB 16001 (LA VENTANA UT-2C -TIF), BLOCK 6 LOT 3 PER PLAT 9575/65",NCB 16001 (LA VENTANA UT-2C -TIF),2.5,5489.0,"6310-Birch-Valley-Dr,-San-Antonio,-TX-78242",3.0
435,3,435,2,0.0,0.0,Hampton City,unkown,unkown,unkown,0.0,0.0,"29-Kingsbury-Way,-Hampton,-VA-23666",0.0
436,275,436,345,1936.0,1976.0,Orange,unkown,unkown,unkown,2.0,7000.0,"331-Teton-Cir,-Placentia,-CA-92870",4.0
437,3,437,346,1680.0,0.0,Yavapai County,unkown,unkown,unkown,2.0,0.0,"25100-N-Cottonwood-Ln,-Paulden,-AZ-86334",4.0
438,276,438,347,1750.0,2010.0,Montgomery,030E A 00700 000,SUBDIVISION: RINGGOLD ESTATES BLOCK: 1 LOT: 7 PLAT BOOK: F PLAT PAGE: 790 SPLIT OFF 30-11 & QC V1346-308 & PRORATED 5 MONTHS,RINGGOLD ESTATES,3.0,16988.0,"1025-Ishee-Dr,-Clarksville,-TN-37042",4.0
439,277,439,348,0.0,1911.0,Cook,17-22-303-032-1002,unkown,unkown,0.0,9361.0,"1617-S-Indiana-Ave,-Chicago,-IL-60616",0.0
440,3,440,2,0.0,0.0,Cook,unkown,unkown,unkown,0.0,0.0,"PO-Box-1176,-Bedford-Park,-IL-60499",0.0
441,278,441,349,1526.0,2000.0,Denton,R206074,MEADOW OAKS PH II BLK 8 LOT 47,MEADOW OAKS PH II,2.0,11352.0,"3204-Brett-Rd,-Corinth,-TX-76210",3.0
442,279,442,350,3681.0,2014.0,Tarrant,8460-10-10,COUNTRY CLUB HEIGHTS BLOCK 10 LOT 10,COUNTRY CLUB HEIGHTS,4.0,6747.0,"3751-W-5th-St,-Fort-Worth,-TX-76107",5.0
443,280,443,351,1190.0,1961.0,Gregg,0900000233-008-00-02,LT 8 NCB 233 JOHNSON ACREAGE,LONGVIEW NCB,1.0,6250.0,"804-W-Sabine-St,-Longview,-TX-75601",0.0
444,281,444,352,1547.0,2006.0,Saint Lucie,4304-502-0297-000-4,TRADITION PLAT NO. 18 (PB 44-30) LOT 265,TRADITION PLAT NO 18,2.0,6534.0,"9882-Sw-Eastbrook-Cir,-Port-Saint-Lucie,-FL-34987",3.0
445,282,445,353,3095.0,1981.0,Volusia,5222-04-00-0100,LOT 10 INDIGO UNIT 3 MB 37 PGS 29-30 INC PER OR 4480 PG 4572 PER OR 5562 PG 0322 PER OR 6032 PG 0963 PER OR 7222 PGS,INDIGO UNIT 03,3.0,0.0,"100-Pine-Needles-Cir,-Daytona-Beach,-FL-32114",3.0
446,283,446,354,1768.0,1993.0,Kern,212-200-07-00-4,"TRACT 2435, BLOCK, LOT 225",2435,2.0,10018.0,"21500-Darrow-Dr,-California-City,-CA-93505",4.0
447,284,447,355,1589.0,2008.0,Dorchester,171-04-10-009,LOT 150 SUBD: PRESERVE AT CHARLESTON PARK PH III,PRESERVE AT CHARLESTON PARK,2.5,4356.0,"8788-Shadowglen-Dr,-North-Charleston,-SC-29420",3.0
448,285,448,356,3510.0,2004.0,Collin,R-5054-00M-0230-1,"FAIRFIELD OF PLANO PHASE II (CPL), BLK M, LOT 23",FAIRFIELD OF PLANO PHASE II (CPL),3.0,0.0,"1000-Vitex-Dr,-Plano,-TX-75094",5.0
449,286,449,357,1288.0,1953.0,Vanderburgh,82-06-15-017-009.005-027,PT SW SE 1/4 SECTION 15-6-10,unkown,2.0,7080.0,"1704-N-Roosevelt-Dr,-Evansville,-IN-47711",2.0
450,3,450,44,1060.0,0.0,Washington County,unkown,unkown,unkown,1.0,0.0,"100-Elderspirit-Ct,-Abingdon,-VA-24210",2.0
451,287,451,358,2214.0,1979.0,Baltimore,03-2300008851,.4029 AC PARCEL B 3409 KEYSER RD SS GLENMAR,GLENMAR,3.5,17424.0,"3409-Keyser-Rd,-Pikesville,-MD-21208",4.0
452,3,452,20,1087.0,0.0,Fulton,unkown,unkown,unkown,2.0,0.0,"177-N-Colonial-Homes-Cir-NW,---202N,-Atlanta,-GA-30309",2.0
453,3,453,61,2127.0,0.0,Comal,unkown,unkown,unkown,2.0,0.0,"648-Inner-Path,-New-Braunfels,-TX-78132",3.0
454,288,454,359,1744.0,2001.0,Durham,154802,COPPER CREEK/PH:1/POD:6/LT#102,COPPER CRK POD 06 PH 01,2.5,5532.0,"1004-Goldmist-Ln,-Durham,-NC-27713",3.0
455,289,455,360,1640.0,2013.0,Santa Clara,086-71-049,TR 10137 LOT 53,unkown,3.5,1222.0,"1831-Mccandless-Dr,-Milpitas,-CA-95035",3.0
456,3,456,361,1040.0,1975.0,Larimer,97042-07-012,"LOT 12, BLK 2, STAGECOACH",STAGECOACH,2.0,7841.0,"2929-Stage-Ct,-Fort-Collins,-CO-80521",2.0
457,3,457,362,2596.0,1900.0,District of Columbia,unkown,unkown,unkown,2.5,2470.0,"1343-Irving-St-NW,-Unit-1,-Washington,-DC-20010",5.0
458,290,458,363,1956.0,2001.0,Montgomery,47-00-07832-545,80 X IRR 9200 SF,WILLOW WOODS 02,2.5,9200.0,"2589-Willow-Brook-Ln,-Pottstown,-PA-19464",3.0
459,291,459,364,2082.0,1963.0,Hillsborough,U3628170CN000028000180,TOWN'N COUNTRY PARK UNIT NO 10 S 49 FT OF LOT 18 AND N 26 FT OF LOT 19 BLOCK 28,TOWN'N COUNTRY PARK UNIT NO 10,2.0,8400.0,"6027-Mornay-Dr,-Tampa,-FL-33615",4.0
460,292,460,365,1800.0,2000.0,Frederick,38A-14C,24.36 ACRES,1,2.0,1061122.0,"920-Back-Creek-Rd,-Gore,-VA-22637",2.0
461,3,461,2,0.0,0.0,Pima,unkown,unkown,unkown,0.0,0.0,"2680-N-Country-Club-Rd,-Apt-4,-Tucson,-AZ-85716",0.0
462,3,462,366,1574.0,1953.0,San Luis Obispo,064-146-005,PR BCH 1 BL 10 LT 5,PASO ROBLES BEACH 01,1.0,4000.0,"796-S-Ocean-Ave,-Cayucos,-CA-93430",2.0
463,3,463,2,0.0,0.0,Northampton,unkown,unkown,unkown,0.0,0.0,"722-Atlantic-St,-Apt-2,-Bethlehem,-PA-18015",0.0
464,3,464,2,0.0,0.0,Jefferson,unkown,unkown,unkown,0.0,0.0,"1512-1st-St,-Barnhart,-MO-63012",0.0
465,3,465,44,1654.0,0.0,Morgan County,unkown,unkown,unkown,2.5,0.0,"1109-Massey-Ln,-Jacksonville,-IL-62650",3.0
466,3,466,367,1728.0,0.0,Santa Clara,161-14-808,CITY/MUNI/TWP:MOUNTAIN VIEW,unkown,2.0,0.0,"433-Sylvan-Ave,-Spc-7,-Mountain-View,-CA-94041",3.0
467,293,467,368,1633.0,1996.0,Tarrant,39607-17-19R,SOUTHGATE ADDITION-FT WORTH BLOCK 17 LOT 19R IMP ONLY,SOUTHGATE ADDITION-FT WORTH,2.0,5998.0,"8516-Tallahassee-Ln,-Fort-Worth,-TX-76123",3.0
468,3,468,2,0.0,0.0,Morgan,unkown,unkown,unkown,0.0,0.0,"312-W-Morgan-St,-Martinsville,-IN-46151",0.0
469,3,469,369,915.0,1910.0,Nassau,40-008-00-0056,TOWN #1 SCH DIST 015,REVISED MAP/MEADOWMERE,1.0,3000.0,"53-West-Ave,-Lawrence,-NY-11559",0.0
470,3,470,2,0.0,0.0,San Francisco,unkown,unkown,unkown,0.0,0.0,"5579-Mission-St,-San-Francisco,-CA-94112",0.0
471,294,471,370,2106.0,1998.0,Clark,163-20-111-034,FLAMINGO TRAILS-UNIT 6 PLAT BOOK 74 PAGE 9 LOT 16 BLOCK 4,FLAMINGO TRAILS-UNIT 6,2.0,6534.0,"9220-Golden-Feather-Ct,-Las-Vegas,-NV-89147",4.0
472,295,472,371,1664.0,1967.0,Charleston,408-11-00-059,LEGAL DESCRIPTION SUBDIVISION NAME -GLYN TERRACE DESCRIPTION -LT 12 BLK E PLATSUFFIX N-12 POLTWP 005,GLYN TERRACE,1.5,10890.0,"5318-Dorchester-Rd,-North-Charleston,-SC-29418",3.0
473,3,473,372,1054.0,1965.0,Contra Costa,900-003-177-4,unkown,OAKMONT DRIVE,1.0,0.0,"1601-Oakmont-Dr,-Apt-1,-Walnut-Creek,-CA-94595",2.0
474,296,474,373,3053.0,2018.0,Harnett,03958901  1021 58,LOT#299 OAKMONT PH2 SEC1B 0.49AC MAP#2017-392,OAKMONT,3.0,20038.0,"75-Sunnybrook-Ln,-Lillington,-NC-27546",4.0
475,3,475,2,0.0,0.0,Essex,unkown,unkown,unkown,0.0,0.0,"291-Park-Ave,-Apt-35B,-Nutley,-NJ-07110",0.0
476,3,476,374,4264.0,1990.0,Pasco,1725190020000000080,"GREEN ACRES UNREC SUB TRACTS 8 & 9 TOGETHER DESC AS:COM AT SW COR OF SEC 20 TWP 25S R 19E TH N89DG00'00""E 521.90FT ALG CL OF PAVEMENT OF SR 583 TH N24DG 07'00""E ALG SAID CL 1951.45 FT TH 290.56FT ALG ARC OF 874.65 FT RAD CURVE LEFT CHD N14DG35' 58.9""",GREEN ACRES UNREC SUB,2.0,453365.0,"10238-Ehren-Cutoff,-Land-O-Lakes,-FL-34639",0.0
477,3,477,2,0.0,0.0,Fayette,unkown,unkown,unkown,0.0,0.0,"3751-Appian-Way,-Apt-105,-Lexington,-KY-40517",0.0
478,3,478,20,0.0,0.0,Larimer County,unkown,unkown,unkown,1.0,0.0,"1229-Cherry-St,---1-8,-Fort-Collins,-CO-80521",2.0
479,297,479,375,1360.0,1922.0,Los Angeles,7274-021-019,HELLER AND HAYES TRACT E 50 FT OF LOT 2 BLK 3,HELLER & HAYES TRACT,2.0,2491.0,"816-E-9th-St,-Long-Beach,-CA-90813",4.0
480,298,480,376,1058.0,1947.0,Macomb,16-11-23-352-013,50-11-23-352-013 D 44 E55 INGLESIDE FARMS SUB NO 1 LOT 152.,INGLESIDE FARMS SUB,2.0,25003.0,"22758-Phelps-St,-Clinton-Township,-MI-48036",2.0
481,299,481,2,0.0,0.0,Smith,unkown,unkown,unkown,0.0,0.0,"311-N-Bois-D-Arc-Ave,-Tyler,-TX-75702",0.0
482,3,482,2,0.0,0.0,Cobb,unkown,unkown,unkown,0.0,0.0,"3840-Jiles-Rd-NW,-Apt-1313,-Kennesaw,-GA-30144",0.0
483,300,483,377,1704.0,1958.0,Cuyahoga,562-22-003,2-40 EP220 FT NWC,INDEPENDENCE 02,2.5,12632.0,"5508-Chestnut-Rd,-Independence,-OH-44131",3.0
484,3,484,378,1107.0,1955.0,Boone,061.15-24-001.00,LOT 49 FAIRFIELD 2ND ADD (F2-15-1),FAIRFIELD 2ND ADD,1.0,0.0,"3-Dell-St,-Florence,-KY-41042",3.0
485,3,485,44,2644.0,0.0,Bee County,unkown,unkown,unkown,3.0,0.0,"1800-N-Fowler-St,-Beeville,-TX-78102",4.0
486,3,486,2,0.0,0.0,Riverside,unkown,unkown,unkown,0.0,0.0,"801-Magnolia-Ave,-Apt-108,-Corona,-CA-92879",0.0
487,3,487,379,1592.0,0.0,Greenup,188-30-00-006.00,BELLEFONTE LAND BLK 15 PT LT 15,BELLEFONTE LAND,0.0,76230.0,"118-Lycan-Rd,-Ashland,-KY-41101",0.0
488,301,488,380,1000.0,1940.0,Madison,19-2-08-12-08-204-029,STARKEYS JESSE ADD LOT 14 PT 15 75 X 136,STARKEYS JESSE ADDN,1.0,10200.0,"340-S-Prairie-St,-Bethalto,-IL-62010",3.0
489,3,489,202,2344.0,0.0,Ramsey County,unkown,unkown,unkown,3.0,0.0,"2853-Lexington-Pl-N,-Roseville,-MN-55113",3.0
490,3,490,2,0.0,0.0,Hunt,unkown,unkown,unkown,0.0,0.0,"PO-Box-2409,-Quinlan,-TX-75474",0.0
491,302,491,381,1862.0,1991.0,Richland,038-60-169-12-019,2327 100 X 150 FERGUSON RD,WESTFIELD SQUARE #2,2.5,15002.0,"2437-Ferguson-Rd,-Ontario,-OH-44906",3.0
492,303,492,382,1013.0,2022.0,Marion,9017-0278-23,SEC 07 TWP 16 RGE 23,SILVER SPRINGS SHORES,2.0,10019.0,"6-Pine-Course-Loop,-Ocala,-FL-34472",3.0
493,3,493,16,0.0,0.0,Harrison,unkown,unkown,unkown,0.0,7841.0,"404-Howard-Ave,-Biloxi,-MS-39530",0.0
494,304,494,383,1841.0,1925.0,District of Columbia,3251      0183,SQUARE 3251 LOT 0183 NBHD: PETWORTH,PETWORTH,3.5,1432.0,"403-Delafield-Pl-NW,-Washington,-DC-20011",3.0
495,305,495,384,1782.0,2000.0,DeSoto,1-09-7-25-14-0-00029-00,RANCH MEADOWS S-D 1ST ADDITION LOT 29,RANCH MEADOWS S-D 1ST ADDITION,2.0,30056.0,"7635-Broken-Hickory-Dr,-Walls,-MS-38680",4.0
496,306,496,385,1863.0,1985.0,Palm Beach,00-42-47-07-18-000-0420,BOCA FONTANA PH 2-A LT 42,BOCA FONTANA PH 2-A,2.5,11038.0,"9691-Triton-Ct,-Boca-Raton,-FL-33434",3.0
497,3,497,386,2311.0,1928.0,Hamilton,208-0057-0055-00,2826 WERK RD 60 X 160 PT LOT A M WERK EST SUB,A M WERK ESTATE SUB,4.0,8886.0,"2826-Werk-Rd,-Cincinnati,-OH-45211",4.0
498,307,498,387,4421.0,2000.0,Los Angeles,8678-066-012,TR=44390 LOT 12,44390,5.0,12371.0,"7171-Vista,-De-Oro,-La-Verne,-CA-91750",4.0
499,3,499,2,0.0,0.0,Summit,unkown,unkown,unkown,0.0,0.0,"587-W-Waterloo-Rd,-Akron,-OH-44314",0.0
